AQI,Station_name,Time
168,"Teri Gram, Gurugram, India",2023-12-31 20:00:00
171,"Teri Gram, Gurugram, India",2023-12-31 21:00:00
176,"Teri Gram, Gurugram, India",2023-12-31 22:00:00
180,"Teri Gram, Gurugram, India",2023-12-31 23:00:00
182,"Teri Gram, Gurugram, India",2024-01-01 00:00:00
183,"Teri Gram, Gurugram, India",2024-01-01 01:00:00
183,"Teri Gram, Gurugram, India",2024-01-01 02:00:00
183,"Teri Gram, Gurugram, India",2024-01-01 03:00:00
181,"Teri Gram, Gurugram, India",2024-01-01 04:00:00
180,"Teri Gram, Gurugram, India",2024-01-01 06:00:00
181,"Teri Gram, Gurugram, India",2024-01-01 07:00:00
181,"Teri Gram, Gurugram, India",2024-01-01 08:00:00
182,"Teri Gram, Gurugram, India",2024-01-01 09:00:00
183,"Teri Gram, Gurugram, India",2024-01-01 10:00:00
181,"Teri Gram, Gurugram, India",2024-01-01 11:00:00
182,"Teri Gram, Gurugram, India",2024-01-01 13:00:00
192,"Teri Gram, Gurugram, India",2024-01-01 14:00:00
194,"Teri Gram, Gurugram, India",2024-01-01 15:00:00
66,"Teri Gram, Gurugram, India",2024-01-01 16:00:00
180,"Teri Gram, Gurugram, India",2024-01-01 17:00:00
179,"Teri Gram, Gurugram, India",2024-01-01 18:00:00
176,"Teri Gram, Gurugram, India",2024-01-01 19:00:00
171,"Teri Gram, Gurugram, India",2024-01-01 20:00:00
165,"Teri Gram, Gurugram, India",2024-01-01 21:00:00
168,"Teri Gram, Gurugram, India",2024-01-01 22:00:00
170,"Teri Gram, Gurugram, India",2024-01-01 23:00:00
176,"Teri Gram, Gurugram, India",2024-01-02 00:00:00
177,"Teri Gram, Gurugram, India",2024-01-02 01:00:00
177,"Teri Gram, Gurugram, India",2024-01-02 02:00:00
177,"Teri Gram, Gurugram, India",2024-01-02 03:00:00
175,"Teri Gram, Gurugram, India",2024-01-02 04:00:00
168,"Teri Gram, Gurugram, India",2024-01-02 05:00:00
154,"Teri Gram, Gurugram, India",2024-01-02 07:00:00
147,"Teri Gram, Gurugram, India",2024-01-02 08:00:00
126,"Teri Gram, Gurugram, India",2024-01-02 09:00:00
129,"Teri Gram, Gurugram, India",2024-01-02 10:00:00
165,"Teri Gram, Gurugram, India",2024-01-02 11:00:00
175,"Teri Gram, Gurugram, India",2024-01-02 12:00:00
185,"Teri Gram, Gurugram, India",2024-01-02 15:00:00
210,"Teri Gram, Gurugram, India",2024-01-02 16:00:00
222,"Teri Gram, Gurugram, India",2024-01-02 17:00:00
232,"Teri Gram, Gurugram, India",2024-01-02 21:00:00
245,"Teri Gram, Gurugram, India",2024-01-02 22:00:00
240,"Teri Gram, Gurugram, India",2024-01-02 23:00:00
239,"Teri Gram, Gurugram, India",2024-01-03 00:00:00
220,"Teri Gram, Gurugram, India",2024-01-03 02:00:00
182,"Teri Gram, Gurugram, India",2024-01-03 05:00:00
180,"Teri Gram, Gurugram, India",2024-01-03 06:00:00
177,"Teri Gram, Gurugram, India",2024-01-03 07:00:00
176,"Teri Gram, Gurugram, India",2024-01-03 08:00:00
176,"Teri Gram, Gurugram, India",2024-01-03 09:00:00
175,"Teri Gram, Gurugram, India",2024-01-03 10:00:00
178,"Teri Gram, Gurugram, India",2024-01-03 11:00:00
117,"Teri Gram, Gurugram, India",2024-01-03 13:00:00
186,"Teri Gram, Gurugram, India",2024-01-03 17:00:00
186,"Teri Gram, Gurugram, India",2024-01-03 18:00:00
189,"Teri Gram, Gurugram, India",2024-01-03 23:00:00
187,"Teri Gram, Gurugram, India",2024-01-04 00:00:00
183,"Teri Gram, Gurugram, India",2024-01-04 01:00:00
999,"Teri Gram, Gurugram, India",2024-01-04 05:00:00
999,"Teri Gram, Gurugram, India",2024-01-04 06:00:00
999,"Teri Gram, Gurugram, India",2024-01-04 07:00:00
167,"Teri Gram, Gurugram, India",2024-01-04 09:00:00
999,"Teri Gram, Gurugram, India",2024-01-04 10:00:00
42,"Teri Gram, Gurugram, India",2024-01-04 11:00:00
200,"Teri Gram, Gurugram, India",2024-01-04 12:00:00
199,"Teri Gram, Gurugram, India",2024-01-04 13:00:00
200,"Teri Gram, Gurugram, India",2024-01-04 14:00:00
198,"Teri Gram, Gurugram, India",2024-01-04 15:00:00
178,"Teri Gram, Gurugram, India",2024-01-04 18:00:00
151,"Teri Gram, Gurugram, India",2024-01-05 04:00:00
132,"Teri Gram, Gurugram, India",2024-01-05 05:00:00
120,"Teri Gram, Gurugram, India",2024-01-05 07:00:00
119,"Teri Gram, Gurugram, India",2024-01-05 08:00:00
144,"Teri Gram, Gurugram, India",2024-01-05 09:00:00
155,"Teri Gram, Gurugram, India",2024-01-05 10:00:00
103,"Teri Gram, Gurugram, India",2024-01-05 13:00:00
151,"Teri Gram, Gurugram, India",2024-01-05 14:00:00
175,"Teri Gram, Gurugram, India",2024-01-05 15:00:00
184,"Teri Gram, Gurugram, India",2024-01-05 16:00:00
174,"Teri Gram, Gurugram, India",2024-01-05 17:00:00
177,"Teri Gram, Gurugram, India",2024-01-05 19:00:00
172,"Teri Gram, Gurugram, India",2024-01-05 20:00:00
172,"Teri Gram, Gurugram, India",2024-01-05 21:00:00
158,"Teri Gram, Gurugram, India",2024-01-06 05:00:00
155,"Teri Gram, Gurugram, India",2024-01-06 07:00:00
165,"Teri Gram, Gurugram, India",2024-01-06 18:00:00
164,"Teri Gram, Gurugram, India",2024-01-06 19:00:00
168,"Teri Gram, Gurugram, India",2024-01-06 20:00:00
171,"Teri Gram, Gurugram, India",2024-01-06 22:00:00
168,"Teri Gram, Gurugram, India",2024-01-06 23:00:00
166,"Teri Gram, Gurugram, India",2024-01-07 00:00:00
167,"Teri Gram, Gurugram, India",2024-01-07 01:00:00
166,"Teri Gram, Gurugram, India",2024-01-07 02:00:00
167,"Teri Gram, Gurugram, India",2024-01-07 03:00:00
162,"Teri Gram, Gurugram, India",2024-01-07 04:00:00
156,"Teri Gram, Gurugram, India",2024-01-07 06:00:00
154,"Teri Gram, Gurugram, India",2024-01-07 07:00:00
151,"Teri Gram, Gurugram, India",2024-01-07 08:00:00
152,"Teri Gram, Gurugram, India",2024-01-07 09:00:00
153,"Teri Gram, Gurugram, India",2024-01-07 10:00:00
159,"Teri Gram, Gurugram, India",2024-01-07 16:00:00
162,"Teri Gram, Gurugram, India",2024-01-07 18:00:00
165,"Teri Gram, Gurugram, India",2024-01-07 19:00:00
170,"Teri Gram, Gurugram, India",2024-01-07 21:00:00
179,"Teri Gram, Gurugram, India",2024-01-07 23:00:00
180,"Teri Gram, Gurugram, India",2024-01-08 05:00:00
176,"Teri Gram, Gurugram, India",2024-01-08 07:00:00
174,"Teri Gram, Gurugram, India",2024-01-08 08:00:00
177,"Teri Gram, Gurugram, India",2024-01-08 09:00:00
185,"Teri Gram, Gurugram, India",2024-01-08 10:00:00
192,"Teri Gram, Gurugram, India",2024-01-08 11:00:00
192,"Teri Gram, Gurugram, India",2024-01-08 12:00:00
153,"Teri Gram, Gurugram, India",2024-01-08 13:00:00
185,"Teri Gram, Gurugram, India",2024-01-08 15:00:00
185,"Teri Gram, Gurugram, India",2024-01-08 16:00:00
187,"Teri Gram, Gurugram, India",2024-01-08 18:00:00
188,"Teri Gram, Gurugram, India",2024-01-08 19:00:00
193,"Teri Gram, Gurugram, India",2024-01-08 20:00:00
192,"Teri Gram, Gurugram, India",2024-01-08 21:00:00
192,"Teri Gram, Gurugram, India",2024-01-08 22:00:00
194,"Teri Gram, Gurugram, India",2024-01-08 23:00:00
169,"Teri Gram, Gurugram, India",2024-01-09 02:00:00
165,"Teri Gram, Gurugram, India",2024-01-09 03:00:00
155,"Teri Gram, Gurugram, India",2024-01-09 05:00:00
152,"Teri Gram, Gurugram, India",2024-01-09 08:00:00
151,"Teri Gram, Gurugram, India",2024-01-09 09:00:00
151,"Teri Gram, Gurugram, India",2024-01-09 10:00:00
135,"Teri Gram, Gurugram, India",2024-01-09 19:00:00
130,"Teri Gram, Gurugram, India",2024-01-10 06:00:00
127,"Teri Gram, Gurugram, India",2024-01-10 07:00:00
129,"Teri Gram, Gurugram, India",2024-01-10 08:00:00
140,"Teri Gram, Gurugram, India",2024-01-10 09:00:00
110,"Teri Gram, Gurugram, India",2024-01-10 10:00:00
24,"Teri Gram, Gurugram, India",2024-01-10 11:00:00
171,"Teri Gram, Gurugram, India",2024-01-10 17:00:00
165,"Teri Gram, Gurugram, India",2024-01-11 09:00:00
165,"Teri Gram, Gurugram, India",2024-01-11 10:00:00
167,"Teri Gram, Gurugram, India",2024-01-11 11:00:00
181,"Teri Gram, Gurugram, India",2024-01-12 06:00:00
180,"Teri Gram, Gurugram, India",2024-01-12 07:00:00
176,"Teri Gram, Gurugram, India",2024-01-12 08:00:00
178,"Teri Gram, Gurugram, India",2024-01-12 10:00:00
178,"Teri Gram, Gurugram, India",2024-01-12 11:00:00
177,"Teri Gram, Gurugram, India",2024-01-12 12:00:00
180,"Teri Gram, Gurugram, India",2024-01-12 13:00:00
162,"Teri Gram, Gurugram, India",2024-01-12 15:00:00
158,"Teri Gram, Gurugram, India",2024-01-12 16:00:00
153,"Teri Gram, Gurugram, India",2024-01-12 17:00:00
154,"Teri Gram, Gurugram, India",2024-01-12 18:00:00
161,"Teri Gram, Gurugram, India",2024-01-12 19:00:00
160,"Teri Gram, Gurugram, India",2024-01-12 20:00:00
189,"Teri Gram, Gurugram, India",2024-01-12 21:00:00
286,"Teri Gram, Gurugram, India",2024-01-12 22:00:00
355,"Teri Gram, Gurugram, India",2024-01-12 23:00:00
369,"Teri Gram, Gurugram, India",2024-01-13 00:00:00
377,"Teri Gram, Gurugram, India",2024-01-13 01:00:00
366,"Teri Gram, Gurugram, India",2024-01-13 02:00:00
323,"Teri Gram, Gurugram, India",2024-01-13 03:00:00
313,"Teri Gram, Gurugram, India",2024-01-13 04:00:00
326,"Teri Gram, Gurugram, India",2024-01-13 05:00:00
279,"Teri Gram, Gurugram, India",2024-01-13 07:00:00
270,"Teri Gram, Gurugram, India",2024-01-13 08:00:00
305,"Teri Gram, Gurugram, India",2024-01-13 09:00:00
303,"Teri Gram, Gurugram, India",2024-01-13 10:00:00
183,"Teri Gram, Gurugram, India",2024-01-13 15:00:00
214,"Teri Gram, Gurugram, India",2024-01-13 16:00:00
419,"Teri Gram, Gurugram, India",2024-01-13 21:00:00
551,"Teri Gram, Gurugram, India",2024-01-13 22:00:00
999,"Teri Gram, Gurugram, India",2024-01-13 23:00:00
804,"Teri Gram, Gurugram, India",2024-01-14 00:00:00
643,"Teri Gram, Gurugram, India",2024-01-14 02:00:00
868,"Teri Gram, Gurugram, India",2024-01-14 03:00:00
480,"Teri Gram, Gurugram, India",2024-01-14 04:00:00
586,"Teri Gram, Gurugram, India",2024-01-14 05:00:00
157,"Teri Gram, Gurugram, India",2024-01-14 07:00:00
175,"Teri Gram, Gurugram, India",2024-01-15 13:00:00
151,"Teri Gram, Gurugram, India",2024-01-15 18:00:00
177,"Teri Gram, Gurugram, India",2024-01-15 21:00:00
999,"Teri Gram, Gurugram, India",2024-01-16 02:00:00
454,"Teri Gram, Gurugram, India",2024-01-16 03:00:00
309,"Teri Gram, Gurugram, India",2024-01-16 05:00:00
324,"Teri Gram, Gurugram, India",2024-01-16 07:00:00
301,"Teri Gram, Gurugram, India",2024-01-16 08:00:00
241,"Teri Gram, Gurugram, India",2024-01-16 09:00:00
208,"Teri Gram, Gurugram, India",2024-01-16 10:00:00
203,"Teri Gram, Gurugram, India",2024-01-16 11:00:00
98,"Teri Gram, Gurugram, India",2024-01-16 13:00:00
211,"Teri Gram, Gurugram, India",2024-01-16 14:00:00
999,"Teri Gram, Gurugram, India",2024-01-16 20:00:00
450,"Teri Gram, Gurugram, India",2024-01-16 21:00:00
999,"Teri Gram, Gurugram, India",2024-01-16 22:00:00
999,"Teri Gram, Gurugram, India",2024-01-16 23:00:00
999,"Teri Gram, Gurugram, India",2024-01-17 00:00:00
