AQI,Station_name,Time
190,"Teri Gram, Gurugram, India",2023-12-25 03:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 04:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 05:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 07:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 08:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 09:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 10:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 11:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 12:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 13:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 14:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 15:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 16:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 17:00:00
188,"Teri Gram, Gurugram, India",2023-12-25 23:00:00
193,"Teri Gram, Gurugram, India",2023-12-26 01:00:00
189,"Teri Gram, Gurugram, India",2023-12-26 02:00:00
191,"Teri Gram, Gurugram, India",2023-12-26 03:00:00
188,"Teri Gram, Gurugram, India",2023-12-26 04:00:00
188,"Teri Gram, Gurugram, India",2023-12-26 05:00:00
188,"Teri Gram, Gurugram, India",2023-12-26 07:00:00
188,"Teri Gram, Gurugram, India",2023-12-26 08:00:00
188,"Teri Gram, Gurugram, India",2023-12-26 09:00:00
241,"Teri Gram, Gurugram, India",2023-12-26 10:00:00
190,"Teri Gram, Gurugram, India",2023-12-26 13:00:00
179,"Teri Gram, Gurugram, India",2023-12-26 14:00:00
166,"Teri Gram, Gurugram, India",2023-12-26 15:00:00
159,"Teri Gram, Gurugram, India",2023-12-26 16:00:00
167,"Teri Gram, Gurugram, India",2023-12-26 20:00:00
186,"Teri Gram, Gurugram, India",2023-12-26 21:00:00
196,"Teri Gram, Gurugram, India",2023-12-26 22:00:00
213,"Teri Gram, Gurugram, India",2023-12-26 23:00:00
232,"Teri Gram, Gurugram, India",2023-12-27 00:00:00
222,"Teri Gram, Gurugram, India",2023-12-27 01:00:00
221,"Teri Gram, Gurugram, India",2023-12-27 02:00:00
224,"Teri Gram, Gurugram, India",2023-12-27 03:00:00
218,"Teri Gram, Gurugram, India",2023-12-27 04:00:00
215,"Teri Gram, Gurugram, India",2023-12-27 05:00:00
226,"Teri Gram, Gurugram, India",2023-12-27 07:00:00
242,"Teri Gram, Gurugram, India",2023-12-27 08:00:00
263,"Teri Gram, Gurugram, India",2023-12-27 09:00:00
194,"Teri Gram, Gurugram, India",2023-12-27 11:00:00
196,"Teri Gram, Gurugram, India",2023-12-27 14:00:00
196,"Teri Gram, Gurugram, India",2023-12-27 16:00:00
