,Date,AQI
1068,2023-02-06,318.0
1069,2023-02-07,231.0
1070,2023-02-08,146.0
1071,2023-02-09,278.0
1072,2023-02-10,240.0
1073,2023-02-11,310.0
1074,2023-02-12,149.0
1075,2023-02-13,140.0
1076,2023-02-14,133.0
1077,2023-02-15,223.0
1078,2023-02-16,328.0
1079,2023-02-17,371.0
1080,2023-02-18,379.0
1081,2023-02-19,366.0
1082,2023-02-20,311.0
1083,2023-02-21,292.0
1084,2023-02-22,327.0
1085,2023-02-23,253.0
1086,2023-02-24,282.0
1087,2023-02-25,343.0
1088,2023-02-26,336.0
1089,2023-02-27,321.0
1090,2023-02-28,325.0
1091,2023-03-01,307.0
1092,2023-03-02,306.0
1093,2023-03-03,214.0
1094,2023-03-04,145.0
1095,2023-03-05,120.0
1096,2023-03-06,152.0
1097,2023-03-07,290.0
1098,2023-03-08,265.0
1099,2023-03-09,162.0
1100,2023-03-10,221.0
1101,2023-03-11,312.0
1102,2023-03-12,312.0
1103,2023-03-13,315.0
1104,2023-03-14,306.0
1105,2023-03-15,318.0
1106,2023-03-16,233.0
1107,2023-03-17,215.0
1108,2023-03-18,186.0
1109,2023-03-19,109.0
1110,2023-03-20,105.0
1111,2023-03-21,70.0
1112,2023-03-22,200.0
1113,2023-03-23,195.0
1114,2023-03-24,224.0
1115,2023-03-25,96.0
1116,2023-03-26,231.0
1117,2023-03-27,142.0
1118,2023-03-28,179.0
1119,2023-03-29,259.0
1120,2023-03-30,167.0
1121,2023-03-31,51.0
1122,2023-04-01,71.0
1123,2023-04-02,168.0
1124,2023-04-03,263.0
1125,2023-04-04,139.0
1126,2023-04-05,280.0
1127,2023-04-06,163.0
1128,2023-04-07,224.0
1129,2023-04-08,304.0
1130,2023-04-09,340.0
1131,2023-04-10,331.0
1132,2023-04-11,332.0
1133,2023-04-12,281.0
1134,2023-04-13,327.0
1135,2023-04-14,366.0
1136,2023-04-15,349.0
1137,2023-04-16,316.0
1138,2023-04-17,340.0
1139,2023-04-18,315.0
1140,2023-04-19,340.0
1141,2023-04-20,227.0
1142,2023-04-21,177.0
1143,2023-04-22,164.0
1144,2023-04-23,149.0
1145,2023-04-24,222.0
1146,2023-04-25,301.0
1147,2023-04-26,319.0
1148,2023-04-27,315.0
1149,2023-04-28,182.0
1150,2023-04-29,306.0
1151,2023-04-30,160.0
1152,2023-05-01,86.0
1153,2023-05-02,81.0
1154,2023-05-03,87.0
1155,2023-05-04,122.0
1156,2023-05-05,282.0
1157,2023-05-06,313.0
1158,2023-05-07,219.0
1159,2023-05-08,196.0
1160,2023-05-09,291.0
1161,2023-05-10,297.0
1162,2023-05-11,345.0
1163,2023-05-12,320.0
1164,2023-05-13,310.0
1165,2023-05-14,331.0
1166,2023-05-15,249.0
1167,2023-05-16,386.0
1168,2023-05-17,342.0
1169,2023-05-18,119.0
1170,2023-05-19,204.0
1171,2023-05-20,282.0
1172,2023-05-21,449.0
1173,2023-05-22,309.0
1174,2023-05-23,322.0
1175,2023-05-24,194.0
1176,2023-05-25,137.0
1177,2023-05-26,79.0
1178,2023-05-27,78.0
1179,2023-05-28,166.0
1180,2023-05-29,106.0
1181,2023-05-30,126.0
1182,2023-05-31,73.0
1183,2023-06-01,98.0
1184,2023-06-02,133.0
1185,2023-06-03,218.0
1186,2023-06-04,281.0
1187,2023-06-05,228.0
1188,2023-06-06,326.0
1189,2023-06-07,364.0
1190,2023-06-08,267.0
1191,2023-06-09,200.0
1192,2023-06-10,255.0
1193,2023-06-11,176.0
1194,2023-06-12,307.0
1195,2023-06-13,317.0
1196,2023-06-14,279.0
1197,2023-06-15,226.0
1198,2023-06-16,157.0
1199,2023-06-17,161.0
1200,2023-06-18,92.0
1201,2023-06-19,66.0
1202,2023-06-20,98.0
1203,2023-06-21,104.0
1204,2023-06-22,165.0
1205,2023-06-23,239.0
1206,2023-06-24,285.0
1207,2023-06-25,60.0
1208,2023-06-26,202.0
1209,2023-06-27,303.0
1210,2023-06-28,242.0
1211,2023-06-29,234.0
1212,2023-06-30,91.0
1213,2023-07-01,68.0
1214,2023-07-02,96.0
1215,2023-07-03,226.0
1216,2023-07-04,176.0
1217,2023-07-05,154.0
1218,2023-07-06,89.0
1219,2023-07-07,70.0
1220,2023-07-08,47.0
1221,2023-07-09,42.0
1222,2023-07-10,72.0
1223,2023-07-11,131.0
1224,2023-07-12,188.0
1225,2023-07-13,96.0
1226,2023-07-14,73.0
1227,2023-07-15,87.0
1228,2023-07-16,42.0
1229,2023-07-17,107.0
1230,2023-07-18,108.0
1231,2023-07-19,93.0
1232,2023-07-20,141.0
1233,2023-07-21,218.0
1234,2023-07-22,121.0
1235,2023-07-23,75.0
1236,2023-07-24,95.0
1237,2023-07-25,120.0
1238,2023-07-26,55.0
1239,2023-07-27,117.0
1240,2023-07-28,58.0
1241,2023-07-29,37.0
1242,2023-07-30,43.0
1243,2023-07-31,70.0
1244,2023-08-01,60.0
1245,2023-08-02,71.0
1246,2023-08-03,70.0
1247,2023-08-04,116.0
1248,2023-08-05,152.0
1249,2023-08-06,91.0
1250,2023-08-07,99.0
1251,2023-08-08,76.0
1252,2023-08-09,77.0
1253,2023-08-10,120.0
1254,2023-08-11,69.0
1255,2023-08-12,67.0
1256,2023-08-13,78.0
1257,2023-08-14,87.0
1258,2023-08-15,80.0
1259,2023-08-16,75.0
1260,2023-08-17,148.0
1261,2023-08-18,298.0
1262,2023-08-19,201.0
1263,2023-08-20,179.0
1264,2023-08-21,224.0
1265,2023-08-22,221.0
1266,2023-08-23,167.0
1267,2023-08-24,196.0
1268,2023-08-25,240.0
1269,2023-08-26,318.0
1270,2023-08-27,335.0
1271,2023-08-28,308.0
1272,2023-08-29,308.0
1273,2023-08-30,307.0
1274,2023-08-31,307.0
1275,2023-09-01,306.0
1276,2023-09-02,306.0
1277,2023-09-03,301.0
1278,2023-09-04,284.0
1279,2023-09-05,249.0
1280,2023-09-06,213.0
1281,2023-09-07,194.0
1282,2023-09-08,201.0
1283,2023-09-09,89.0
1284,2023-09-10,82.0
1285,2023-09-11,129.0
1286,2023-09-12,181.0
1287,2023-09-13,194.0
1288,2023-09-14,248.0
1289,2023-09-15,186.0
1290,2023-09-16,173.0
1291,2023-09-17,129.0
1292,2023-09-18,98.0
1293,2023-09-19,148.0
1294,2023-09-20,293.0
1295,2023-09-21,214.0
1296,2023-09-22,203.0
1297,2023-09-23,222.0
1298,2023-09-24,273.0
1299,2023-09-25,301.0
1300,2023-09-26,299.0
1301,2023-09-27,300.0
1302,2023-09-28,312.0
1303,2023-09-29,345.0
1304,2023-09-30,320.0
1305,2023-10-01,314.0
1306,2023-10-02,305.0
1307,2023-10-03,317.0
1308,2023-10-04,338.0
1309,2023-10-05,358.0
1310,2023-10-06,346.0
1311,2023-10-07,283.0
1312,2023-10-08,260.0
1313,2023-10-09,118.0
1314,2023-10-10,110.0
1315,2023-10-11,137.0
1316,2023-10-12,178.0
1317,2023-10-13,275.0
1318,2023-10-14,300.0
1319,2023-10-15,309.0
1320,2023-10-16,211.0
1321,2023-10-17,134.0
1322,2023-10-18,145.0
1323,2023-10-19,133.0
1324,2023-10-20,291.0
1325,2023-10-21,326.0
1326,2023-10-22,318.0
1327,2023-10-23,190.0
1328,2023-10-24,211.0
1329,2023-10-25,314.0
1330,2023-10-26,323.0
1331,2023-10-27,327.0
1332,2023-10-28,318.0
1333,2023-10-29,207.0
1334,2023-10-30,254.0
1335,2023-10-31,333.0
1336,2023-11-01,203.0
1337,2023-11-02,338.0
1338,2023-11-03,447.0
1339,2023-11-04,663.0
1340,2023-11-05,350.0
1341,2023-11-06,437.0
1342,2023-11-07,389.0
1343,2023-11-08,441.0
1344,2023-11-09,528.0
1345,2023-11-10,303.0
1346,2023-11-11,301.0
1347,2023-11-12,323.0
1348,2023-11-13,444.0
1349,2023-11-14,404.0
1350,2023-11-15,350.0
1351,2023-11-16,515.0
1352,2023-11-17,411.0
1353,2023-11-18,335.0
1354,2023-11-19,323.0
1355,2023-11-20,344.0
1356,2023-11-21,323.0
1357,2023-11-22,341.0
1358,2023-11-23,442.0
1359,2023-11-24,483.0
1360,2023-11-25,330.0
1361,2023-11-26,325.0
1362,2023-11-27,303.0
1363,2023-11-28,219.0
1364,2023-11-29,326.0
1365,2023-11-30,348.0
1366,2023-12-01,282.0
1367,2023-12-02,326.0
1368,2023-12-03,236.0
1369,2023-12-04,192.0
1370,2023-12-05,167.0
1371,2023-12-06,nan
1372,2023-12-07,171.0
1373,2023-12-08,187.0
1374,2023-12-09,216.0
1375,2023-12-10,181.0
1376,2023-12-11,214.0
1377,2023-12-12,213.0
1378,2023-12-13,nan
1379,2023-12-14,212.0
1380,2023-12-15,315.0
1381,2023-12-16,243.0
1382,2023-12-17,209.0
1383,2023-12-18,181.0
1384,2023-12-19,184.0
1385,2023-12-20,165.0
1386,2023-12-21,178.0
1387,2023-12-22,207.0
1388,2023-12-23,246.0
1389,2023-12-24,244.0
1390,2023-12-25,185.0
1391,2023-12-26,271.0
1392,2023-12-27,236.0
1393,2023-12-28,181.0
1394,2023-12-29,191.0
1395,2023-12-30,197.0
1396,2023-12-31,186.0
1397,2024-01-01,189.0
1398,2024-01-02,180.0
1399,2024-01-03,196.0
1400,2024-01-04,200.0
1401,2024-01-05,198.0
1402,2024-01-06,158.0
1403,2024-01-07,160.0
1404,2024-01-08,214.0
1405,2024-01-09,172.0
1406,2024-01-10,169.0
1407,2024-01-11,168.0
1408,2024-01-12,255.0
1409,2024-01-13,411.0
1410,2024-01-14,286.0
1411,2024-01-15,272.0
1412,2024-01-16,206.0
1413,2024-01-17,206.0
1414,2024-01-18,199.0
1415,2024-01-19,197.0
1416,2024-01-20,266.0
1417,2024-01-21,293.0
1418,2024-01-22,295.0
1419,2024-01-23,242.0
1420,2024-01-24,326.0
1421,2024-01-25,254.0
1422,2024-01-26,259.0
1423,2024-01-27,301.0
1424,2024-01-28,318.0
1425,2024-01-29,222.0
1426,2024-01-30,196.0
1427,2024-01-31,191.0
1428,2024-02-01,116.0
1429,2024-02-02,171.0
1430,2024-02-03,552.0
1431,2024-02-04,197.0
1432,2024-02-05,166.0
1433,2024-02-06,161.0
1434,2024-02-07,159.0
1435,2024-02-08,186.0
1436,2024-02-09,210.0
1437,2024-02-10,353.0
1438,2024-02-11,313.0
1439,2024-02-12,232.0
1440,2024-02-13,373.0
1441,2024-02-14,193.0
1442,2024-02-15,192.0
1443,2024-02-16,230.0
1444,2024-02-17,282.0
1445,2024-02-18,190.0
1446,2024-02-19,202.0
1447,2024-02-20,184.0
1448,2024-02-21,204.0
1449,2024-02-22,164.0
1450,2024-02-23,166.0
1451,2024-02-24,196.0
1452,2024-02-25,179.0
1453,2024-02-26,180.0
1454,2024-02-27,153.0
1455,2024-02-28,153.0
1456,2024-02-29,157.0
1457,2024-03-01,173.0
1458,2024-03-02,97.0
1459,2024-03-03,126.0
1460,2024-03-04,154.0
1461,2024-03-05,167.0
1462,2024-03-06,169.0
1463,2024-03-07,204.0
1464,2024-03-08,171.0
1465,2024-03-09,173.0
1466,2024-03-10,217.0
1467,2024-03-11,209.0
1468,2024-03-12,189.0
1469,2024-03-13,171.0
1470,2024-03-14,207.0
1471,2024-03-15,207.0
1472,2024-03-16,164.0
1473,2024-03-17,180.0
1474,2024-03-18,174.0
1475,2024-03-19,176.0
1476,2024-03-20,275.0
1477,2024-03-21,229.0
1478,2024-03-22,184.0
1479,2024-03-23,243.0
1480,2024-03-24,167.0
1481,2024-03-25,245.0
1482,2024-03-26,155.0
1483,2024-03-27,270.0
1484,2024-03-28,161.0
1485,2024-03-29,170.0
1486,2024-03-30,260.0
1487,2024-03-31,381.0
1488,2024-04-01,268.0
1489,2024-04-02,268.0
1490,2024-04-03,173.0
1491,2024-04-04,203.0
1492,2024-04-05,203.0
1493,2024-04-06,203.0
1494,2024-04-07,181.0
1495,2024-04-08,254.0
1496,2024-04-09,197.0
1497,2024-04-10,233.0
1498,2024-04-11,231.0
1499,2024-04-12,231.0
1500,2024-04-13,236.0
1501,2024-04-14,129.0
1502,2024-04-15,229.0
1503,2024-04-16,222.0
1504,2024-04-17,176.0
1505,2024-04-18,184.0
1506,2024-04-19,202.0
1507,2024-04-20,458.0
1508,2024-04-21,176.0
1509,2024-04-22,177.0
1510,2024-04-23,211.0
1511,2024-04-24,182.0
1512,2024-04-25,206.0
1513,2024-04-26,206.0
1514,2024-04-27,227.0
1515,2024-04-28,187.0
1516,2024-04-29,247.0
1517,2024-04-30,199.0
1518,2024-05-01,229.0
1519,2024-05-02,213.0
1520,2024-05-03,217.0
1521,2024-05-04,249.0
1522,2024-05-05,212.0
1523,2024-05-06,232.0
1524,2024-05-07,197.0
1525,2024-05-08,134.0
1526,2024-05-09,146.0
1527,2024-05-10,171.0
1528,2024-05-11,134.0
1529,2024-05-12,134.0
1530,2024-05-13,204.0
1531,2024-05-14,170.0
1532,2024-05-15,464.0
1533,2024-05-16,156.0
1534,2024-05-17,139.0
1535,2024-05-18,257.0
1536,2024-05-19,218.0
1537,2024-05-20,146.0
1538,2024-05-21,199.0
1539,2024-05-22,215.0
1540,2024-05-23,157.0
1541,2024-05-24,138.0
1542,2024-05-25,159.0
1543,2024-05-26,220.0
1544,2024-05-27,214.0
1545,2024-05-28,184.0
1546,2024-05-29,163.0
1547,2024-05-30,153.0
1548,2024-05-31,203.0
1549,2024-06-01,144.0
1550,2024-06-02,144.0
1551,2024-06-03,239.0
1552,2024-06-04,268.0
1553,2024-06-05,195.0
1554,2024-06-06,177.0
1555,2024-06-07,208.0
1556,2024-06-08,249.0
1557,2024-06-09,179.0
1558,2024-06-10,165.0
1559,2024-06-11,194.0
1560,2024-06-12,311.0
1561,2024-06-13,240.0
1562,2024-06-14,207.0
1563,2024-06-15,142.0
1564,2024-06-16,167.0
1565,2024-06-17,143.0
1566,2024-06-18,164.0
1567,2024-06-19,168.0
1568,2024-06-20,248.0
1569,2024-06-21,158.0
1570,2024-06-22,156.0
1571,2024-06-23,146.0
1572,2024-06-24,152.0
1573,2024-06-25,155.0
1574,2024-06-26,126.0
1575,2024-06-27,133.0
1576,2024-06-28,147.0
1577,2024-06-29,178.0
1578,2024-06-30,123.0
1579,2024-07-01,145.0
1580,2024-07-02,155.0
1581,2024-07-03,121.0
1582,2024-07-04,102.0
1583,2024-07-05,151.0
1584,2024-07-06,145.0
1585,2024-07-07,108.0
1586,2024-07-08,146.0
1587,2024-07-09,144.0
1588,2024-07-10,144.0
1589,2024-07-11,496.0
1590,2024-07-12,174.0
1591,2024-07-13,101.0
1592,2024-07-14,205.0
1593,2024-07-15,417.0
1594,2024-07-16,175.0
1595,2024-07-17,158.0
1596,2024-07-18,151.0
1597,2024-07-19,158.0
1598,2024-07-20,151.0
1599,2024-07-21,216.0
1600,2024-07-22,165.0
1601,2024-07-23,150.0
1602,2024-07-24,186.0
1603,2024-07-25,165.0
1604,2024-07-26,136.0
1605,2024-07-27,164.0
1606,2024-07-28,123.0
1607,2024-07-29,113.0
1608,2024-07-30,108.0
1609,2024-07-31,124.0
1610,2024-08-01,77.0
1611,2024-08-02,112.0
1612,2024-08-03,87.0
1613,2024-08-04,93.0
1614,2024-08-05,99.0
1615,2024-08-06,77.0
1616,2024-08-07,70.0
1617,2024-08-08,95.0
1618,2024-08-09,109.0
1619,2024-08-10,125.0
1620,2024-08-11,98.0
1621,2024-08-12,95.0
1622,2024-08-13,115.0
1623,2024-08-14,136.0
1624,2024-08-15,139.0
1625,2024-08-16,152.0
1626,2024-08-17,173.0
1627,2024-08-18,144.0
1628,2024-08-19,155.0
1629,2024-08-20,150.0
1630,2024-08-21,155.0
1631,2024-08-22,79.0
1632,2024-08-23,110.0
1633,2024-08-24,161.0
1634,2024-08-25,128.0
1635,2024-08-26,234.0
1636,2024-08-27,301.0
1637,2024-08-28,144.0
1638,2024-08-29,132.0
1639,2024-08-30,139.0
1640,2024-08-31,156.0
1641,2024-09-01,142.0
1642,2024-09-02,146.0
1643,2024-09-03,126.0
1644,2024-09-04,106.0
1645,2024-09-05,125.0
1646,2024-09-06,122.0
1647,2024-09-07,136.0
1648,2024-09-08,128.0
1649,2024-09-09,132.0
1650,2024-09-10,136.0
1651,2024-09-11,138.0
1652,2024-09-12,108.0
1653,2024-09-13,88.0
1654,2024-09-14,141.0
1655,2024-09-15,161.0
1656,2024-09-16,156.0
1657,2024-09-17,147.0
1658,2024-09-18,152.0
1659,2024-09-19,109.0
1660,2024-09-20,151.0
1661,2024-09-21,176.0
1662,2024-09-22,157.0
1663,2024-09-23,134.0
1664,2024-09-24,130.0
1665,2024-09-25,110.0
1666,2024-09-26,125.0
1667,2024-09-27,116.0
1668,2024-09-28,128.0
1669,2024-09-29,136.0
1670,2024-09-30,147.0
1671,2024-10-01,134.0
1672,2024-10-02,158.0
1673,2024-10-03,302.0
1674,2024-10-04,140.0
1675,2024-10-05,138.0
1676,2024-10-06,144.0
1677,2024-10-07,136.0
1678,2024-10-08,167.0
1679,2024-10-09,141.0
1680,2024-10-10,164.0
1681,2024-10-11,158.0
1682,2024-10-12,179.0
1683,2024-10-13,322.0
1684,2024-10-14,359.0
1685,2024-10-15,208.0
1686,2024-10-16,174.0
1687,2024-10-17,178.0
1688,2024-10-18,194.0
1689,2024-10-19,230.0
1690,2024-10-20,231.0
1691,2024-10-21,443.0
1692,2024-10-22,171.0
1693,2024-10-23,166.0
1694,2024-10-24,173.0
1695,2024-10-25,161.0
1696,2024-10-26,148.0
1697,2024-10-27,164.0
1698,2024-10-28,126.0
1699,2024-10-29,158.0
1700,2024-10-30,184.0
1701,2024-10-31,199.0
1702,2024-11-01,276.0
1703,2024-11-02,171.0
1704,2024-11-03,162.0
1705,2024-11-04,242.0
1706,2024-11-05,198.0
1707,2024-11-06,238.0
1708,2024-11-07,191.0
1709,2024-11-08,203.0
1710,2024-11-09,155.0
1711,2024-11-10,149.0
