From Date,PM2.5,PM2.5_SubIndex,PM10,PM10_SubIndex,NO,NO2,NOx,NOx_SubIndex,CO,CO_SubIndex,Ozone,Ozone_SubIndex,SO2,SO2_SubIndex,Checks,AQI
2023-11-20,177.53,344.25384615384615,321.96,271.96,15.1,11.77,19.21,24.0125,2.51,106.375,34.88,34.88,2.3,2.8749999999999996,6,344.0
2023-11-21,150.27,323.2846153846154,222.25,181.5,15.1,11.78,19.21,24.0125,2.27,103.375,49.94,49.94,2.33,2.9125,6,323.0
2023-11-22,173.0,340.7692307692308,281.5,231.5,15.1,11.77,19.21,24.0125,1.93,96.5,49.94,49.94,2.23,2.7875,6,341.0
2023-11-23,187.06,351.5846153846154,463.96,442.45,15.1,11.78,19.21,24.0125,2.59,107.375,49.94,49.94,2.21,2.7625,6,442.0
2023-11-24,234.71,388.23846153846154,496.33,482.91249999999997,16.14,20.02,21.79,27.2375,2.81,110.125,49.6,49.6,2.31,2.8875,6,483.0
2023-11-25,159.08,330.0615384615385,295.07,245.07,15.13,11.8,17.15,21.437499999999996,3.13,114.125,48.8,48.8,1.89,2.3625,6,330.0
2023-11-26,152.58,325.0615384615385,243.9,195.93333333333334,15.1,11.78,19.21,24.0125,2.52,106.5,49.73,49.73,1.76,2.2,6,325.0
2023-11-27,123.3,302.53846153846155,158.84,139.22666666666666,15.1,11.78,19.21,24.0125,2.1,101.25,49.8,49.8,2.08,2.6,6,303.0
2023-11-28,95.61,218.7,138.86,125.90666666666668,15.1,11.77,19.21,24.0125,1.09,54.5,49.87,49.87,2.32,2.8999999999999995,6,219.0
2023-11-29,153.99,326.1461538461539,300.2,250.2,15.09,11.78,19.22,24.025,2.39,104.875,49.93,49.93,2.49,3.1125000000000003,6,326.0
2023-11-30,182.69,348.2230769230769,282.48,232.48000000000002,15.27,24.1,21.05,26.3125,2.51,106.375,49.41,49.41,2.4,3.0,6,348.0
2023-12-01,114.48,281.6,259.68,209.68,18.61,30.78,23.23,29.0375,2.91,111.375,49.8,49.8,2.24,2.8000000000000003,6,282.0
2023-12-02,154.15,326.2692307692308,289.06,239.06,73.53,70.09,53.4,66.75,2.99,112.375,34.92,34.92,1.82,2.275,6,326.0
