Datetime,PM2.5,PM2.5_24_avg,Day,Month,Year,Week,Hour,PM2.5_24_avg_Sub_Index,AQI_calculated,AQI_first_diff,PM2.5_first_diff
2020-04-11,50.91041666666666,55.18814236111111,11.0,4.0,2020.0,15.0,11.5,92.91666666666667,93.33333333333333,-1.625,-0.8504166666666668
2020-04-12,35.30708333333333,38.05303819444445,12.0,4.0,2020.0,15.0,11.5,62.416666666666664,62.958333333333336,-1.125,1.2829166666666667
2020-04-13,62.824999999999996,54.76730902777778,13.0,4.0,2020.0,16.0,11.5,90.29166666666667,90.79166666666667,2.0416666666666665,0.73375
2020-04-14,69.71583333333334,65.95809027777777,14.0,4.0,2020.0,16.0,11.5,117.45833333333333,117.875,1.0,0.07583333333333364
2020-04-15,67.66666666666667,64.48034722222222,15.0,4.0,2020.0,16.0,11.5,113.25,113.83333333333333,-0.2916666666666667,1.9349999999999998
2020-04-16,67.5425,74.79904513888889,16.0,4.0,2020.0,16.0,11.5,147.70833333333334,148.08333333333334,-0.041666666666666664,-3.57875
2020-04-17,25.74208333333333,39.50932291666667,17.0,4.0,2020.0,16.0,11.5,65.25,65.70833333333333,-3.3333333333333335,-0.8812500000000001
2020-04-18,26.23125,25.36253472222222,18.0,4.0,2020.0,16.0,11.5,41.75,42.291666666666664,0.041666666666666664,0.35333333333333333
2020-04-19,38.39,28.426649305555557,19.0,4.0,2020.0,16.0,11.5,46.875,47.25,0.7916666666666666,4.257083333333333
2020-04-20,54.3125,58.53293402777778,20.0,4.0,2020.0,17.0,11.5,98.25,98.75,1.125,-3.2283333333333335
2020-04-21,34.82458333333333,37.59480902777778,21.0,4.0,2020.0,17.0,11.5,61.625,62.208333333333336,-1.375,-0.6945833333333334
2020-04-22,59.78041666666667,50.36269097222222,22.0,4.0,2020.0,17.0,11.5,83.125,83.70833333333333,1.7916666666666667,1.3037500000000002
2020-04-23,54.130833333333335,55.77848958333333,23.0,4.0,2020.0,17.0,11.5,92.04166666666667,92.54166666666667,-0.4166666666666667,-0.04374999999999988
2020-04-24,64.11874999999999,61.638697916666665,24.0,4.0,2020.0,17.0,11.5,104.5,105.0,0.9166666666666666,-0.4970833333333336
2020-04-25,25.8425,38.323680555555555,25.0,4.0,2020.0,17.0,11.5,63.25,63.833333333333336,-2.875,-0.2116666666666666
2020-04-26,51.51791666666667,45.66432291666666,26.0,4.0,2020.0,17.0,11.5,75.25,76.0,1.7916666666666667,-1.2083333333333333
2020-04-27,30.216666666666665,34.35237847222222,27.0,4.0,2020.0,18.0,11.5,56.541666666666664,57.0,-1.5,0.3429166666666667
2020-04-28,36.389583333333334,30.375364583333333,28.0,4.0,2020.0,18.0,11.5,49.916666666666664,50.291666666666664,0.4166666666666667,2.2695833333333333
2020-04-29,67.89999999999999,59.104670138888885,29.0,4.0,2020.0,18.0,11.5,102.375,102.95833333333333,2.7083333333333335,-0.2908333333333335
2020-04-30,64.63416666666667,64.42532986111111,30.0,4.0,2020.0,18.0,11.5,112.33333333333333,112.54166666666667,-0.5,-0.9629166666666666
2020-05-01,61.605,62.08053819444444,1.0,5.0,2020.0,18.0,11.5,104.25,104.70833333333333,-0.4166666666666667,-0.24624999999999986
2020-05-02,40.68416666666666,49.78836805555556,2.0,5.0,2020.0,18.0,11.5,82.20833333333333,82.58333333333333,-1.5,-0.2670833333333335
2020-05-03,37.45458333333333,39.052638888888886,3.0,5.0,2020.0,18.0,11.5,64.125,64.58333333333333,-0.20833333333333334,-0.9254166666666667
2020-05-04,21.417083333333334,27.305173611111112,4.0,5.0,2020.0,19.0,11.5,44.791666666666664,45.291666666666664,-1.0833333333333333,1.0108333333333333
2020-05-05,53.623333333333335,41.93171875,5.0,5.0,2020.0,19.0,11.5,69.125,69.58333333333333,2.2083333333333335,0.525
2020-05-06,45.44083333333333,48.227343749999996,6.0,5.0,2020.0,19.0,11.5,79.66666666666667,80.0,-0.5833333333333334,-0.0062499999999999405
2020-05-07,38.65208333333333,44.25545138888889,7.0,5.0,2020.0,19.0,11.5,72.79166666666667,73.45833333333333,-0.4583333333333333,-0.3216666666666666
2020-05-08,50.88333333333333,43.30052083333334,8.0,5.0,2020.0,19.0,11.5,71.33333333333333,71.66666666666667,0.875,0.7137500000000001
2020-05-09,60.56791666666667,56.4977951388889,9.0,5.0,2020.0,19.0,11.5,93.29166666666667,93.83333333333333,0.625,-0.4212500000000003
2020-05-10,48.67291666666667,57.093090277777776,10.0,5.0,2020.0,19.0,11.5,94.33333333333333,94.95833333333333,-0.7916666666666666,-1.3820833333333333
2020-05-11,39.71208333333333,37.2340625,11.0,5.0,2020.0,20.0,11.5,60.958333333333336,61.625,-0.625,1.2425000000000002
2020-05-12,41.63916666666667,44.80017361111111,12.0,5.0,2020.0,20.0,11.5,73.75,74.41666666666667,0.125,-0.1416666666666669
2020-05-13,57.357499999999995,50.167673611111105,13.0,5.0,2020.0,20.0,11.5,82.83333333333333,87.29166666666667,1.125,-0.26583333333333314
2020-05-14,46.86000000000001,50.56404513888889,14.0,5.0,2020.0,20.0,11.5,83.45833333333333,84.04166666666667,-0.75,-0.2908333333333335
2020-05-15,41.1275,44.346666666666664,15.0,5.0,2020.0,20.0,11.5,73.08333333333333,73.54166666666667,-0.4166666666666667,1.0525000000000002
2020-05-16,62.48166666666666,58.21114583333334,16.0,5.0,2020.0,20.0,11.5,98.08333333333333,98.5,1.5833333333333333,-0.46750000000000025
2020-05-17,69.29833333333333,66.45710069444443,17.0,5.0,2020.0,20.0,11.5,119.16666666666667,119.58333333333333,0.9583333333333334,-0.45583333333333326
2020-05-18,50.76958333333334,53.93881944444445,18.0,5.0,2020.0,21.0,11.5,90.45833333333333,91.04166666666667,-1.875,0.7658333333333335
2020-05-19,75.63333333333334,69.00663194444445,19.0,5.0,2020.0,21.0,11.5,130.625,131.25,2.7916666666666665,-0.7941666666666668
2020-05-20,61.87958333333333,67.11850694444445,20.0,5.0,2020.0,21.0,11.5,121.41666666666667,121.83333333333333,-1.9583333333333333,0.14833333333333343
2020-05-21,50.135,51.44121527777778,21.0,5.0,2020.0,21.0,11.5,85.08333333333333,85.66666666666667,-0.875,1.7983333333333336
2020-05-22,56.84,54.907725694444444,22.0,5.0,2020.0,21.0,11.5,90.875,91.41666666666667,0.5,-0.39041666666666686
2020-05-23,69.43958333333333,60.63862847222222,23.0,5.0,2020.0,21.0,11.5,102.5,103.04166666666667,1.4583333333333333,1.031666666666667
2020-05-24,87.32583333333334,81.21060763888889,24.0,5.0,2020.0,21.0,11.5,168.95833333333334,169.45833333333334,2.5416666666666665,-1.729166666666667
2020-05-25,71.70208333333333,76.91059027777779,25.0,5.0,2020.0,22.0,11.5,154.83333333333334,155.33333333333334,-2.2083333333333335,1.7058333333333335
2020-05-26,84.67125,74.63656250000001,26.0,5.0,2020.0,22.0,11.5,146.95833333333334,147.625,1.8333333333333333,4.262083333333333
2020-05-27,123.50916666666666,97.98921875,27.0,5.0,2020.0,22.0,11.5,224.29166666666666,224.83333333333334,5.041666666666667,-0.7487500000000011
2020-05-28,152.39166666666668,151.20791666666665,28.0,5.0,2020.0,22.0,11.5,323.7083333333333,324.125,0.9166666666666666,-5.697083333333334
2020-05-29,35.42875,89.37302083333333,29.0,5.0,2020.0,22.0,11.5,191.375,207.875,-7.791666666666667,-0.64875
2020-05-30,29.43625,30.94779513888889,30.0,5.0,2020.0,22.0,11.5,50.708333333333336,51.208333333333336,-3.7083333333333335,0.3825
2020-05-31,30.372083333333336,33.10326388888889,31.0,5.0,2020.0,22.0,11.5,54.125,61.541666666666664,0.041666666666666664,-0.8908333333333333
2020-06-01,47.54583333333333,31.76703125,1.0,6.0,2020.0,23.0,11.5,52.083333333333336,52.625,1.2083333333333333,3.2408333333333332
2020-06-02,41.07041666666667,51.907413194444445,2.0,6.0,2020.0,23.0,11.5,85.83333333333333,86.29166666666667,-0.4583333333333333,-2.4258333333333333
2020-06-03,53.161249999999995,46.78005208333334,3.0,6.0,2020.0,23.0,11.5,77.16666666666667,77.66666666666667,0.8333333333333334,0.061666666666666835
2020-06-04,70.59791666666666,61.675295138888885,4.0,6.0,2020.0,23.0,11.5,107.29166666666667,107.875,1.9166666666666667,0.6299999999999999
2020-06-05,42.608333333333334,56.26413194444444,5.0,6.0,2020.0,23.0,11.5,98.625,99.125,-2.625,0.09583333333333321
2020-06-06,50.63041666666667,48.147847222222225,6.0,6.0,2020.0,23.0,11.5,79.45833333333333,79.95833333333333,0.5416666666666666,-0.6604166666666664
2020-06-07,53.96125,50.54401041666667,7.0,6.0,2020.0,23.0,11.5,83.54166666666667,84.0,0.25,0.1879166666666666
2020-06-08,46.8175,48.48380208333333,8.0,6.0,2020.0,24.0,11.5,80.04166666666667,80.58333333333333,-0.5,0.5416666666666666
2020-06-09,68.71875,63.14560763888889,9.0,6.0,2020.0,24.0,11.5,112.33333333333333,112.83333333333333,2.0416666666666665,-0.4133333333333334
2020-06-10,52.57541666666666,58.29918402777778,10.0,6.0,2020.0,24.0,11.5,97.83333333333333,98.29166666666667,-1.6666666666666667,-0.2866666666666668
2020-06-11,47.60333333333333,48.24855902777778,11.0,6.0,2020.0,24.0,11.5,79.54166666666667,80.29166666666667,-0.3333333333333333,0.7120833333333335
2020-06-12,79.95958333333333,63.642100694444444,12.0,6.0,2020.0,24.0,11.5,114.625,115.16666666666667,3.625,1.3458333333333334
2020-06-13,69.20708333333333,79.66717013888889,13.0,6.0,2020.0,24.0,11.5,164.29166666666666,164.66666666666666,-1.5416666666666667,-1.3820833333333333
2020-06-14,81.20458333333333,72.78470486111111,14.0,6.0,2020.0,24.0,11.5,140.75,141.20833333333334,1.7083333333333333,0.6704166666666668
2020-06-15,58.34125,68.91102430555556,15.0,6.0,2020.0,25.0,11.5,128.33333333333334,129.0,-3.0416666666666665,-0.2333333333333337
2020-06-16,53.95541666666667,55.588680555555555,16.0,6.0,2020.0,25.0,11.5,91.95833333333333,92.625,-0.2916666666666667,0.2183333333333337
2020-06-17,52.534166666666664,53.22012152777777,17.0,6.0,2020.0,25.0,11.5,87.95833333333333,88.58333333333333,-0.125,-0.8408333333333337
2020-06-18,51.65416666666667,48.91810763888889,18.0,6.0,2020.0,25.0,11.5,80.83333333333333,81.25,-0.041666666666666664,0.4716666666666664
2020-06-19,71.935,62.470989583333335,19.0,6.0,2020.0,25.0,11.5,108.33333333333333,108.91666666666667,2.1666666666666665,0.23000000000000043
2020-06-20,54.23791666666667,64.22675347222223,20.0,6.0,2020.0,25.0,11.5,113.91666666666667,114.45833333333333,-2.0,-0.3775000000000001
2020-06-21,49.653333333333336,51.49180555555555,21.0,6.0,2020.0,25.0,11.5,85.20833333333333,85.58333333333333,-0.2916666666666667,0.10874999999999997
2020-06-22,50.147083333333335,52.03402777777777,22.0,6.0,2020.0,26.0,11.5,86.0,86.54166666666667,0.0,0.29416666666666674
2020-06-23,45.0,49.29519097222222,23.0,6.0,2020.0,26.0,11.5,81.45833333333333,81.875,-0.3333333333333333,-1.1716666666666669
2020-06-24,46.56666666666666,43.62753472222223,24.0,6.0,2020.0,26.0,11.5,71.83333333333333,72.29166666666667,0.08333333333333333,0.09958333333333336
2020-06-25,43.918749999999996,45.75868055555555,25.0,6.0,2020.0,26.0,11.5,75.5,75.83333333333333,-0.16666666666666666,-0.007083333333333404
2020-06-26,61.859583333333326,56.797274305555554,26.0,6.0,2020.0,26.0,11.5,94.5,94.95833333333333,1.2916666666666667,-0.21041666666666656
2020-06-27,43.07333333333333,45.930138888888884,27.0,6.0,2020.0,26.0,11.5,75.83333333333333,76.125,-1.375,1.2708333333333333
2020-06-28,57.084583333333335,53.87619791666666,28.0,6.0,2020.0,26.0,11.5,89.16666666666667,89.625,1.0,-0.5870833333333335
2020-06-29,43.625,47.32529513888889,29.0,6.0,2020.0,27.0,11.5,78.04166666666667,78.66666666666667,-0.9583333333333334,-1.0724999999999998
2020-06-30,53.11416666666667,44.87388888888889,30.0,6.0,2020.0,27.0,11.5,74.0,74.41666666666667,0.6666666666666666,1.7645833333333332
2020-07-01,74.33916666666666,69.15836805555556,1.0,7.0,2020.0,27.0,11.5,129.25,129.83333333333334,2.4583333333333335,0.14333333333333323
2020-07-02,83.54041666666667,75.07274305555556,2.0,7.0,2020.0,27.0,11.5,148.625,149.0,1.2916666666666667,1.3383333333333336
2020-07-03,84.23333333333333,91.43157986111112,3.0,7.0,2020.0,27.0,11.5,202.83333333333334,203.33333333333334,0.08333333333333333,-1.9391666666666667
2020-07-04,60.944583333333334,66.75369791666667,4.0,7.0,2020.0,27.0,11.5,120.16666666666667,120.625,-3.2916666666666665,0.22166666666666668
2020-07-05,48.477916666666665,59.81305555555556,5.0,7.0,2020.0,27.0,11.5,104.0,104.41666666666667,-0.8333333333333334,-0.43374999999999986
2020-07-06,64.59375,51.55647569444444,6.0,7.0,2020.0,28.0,11.5,86.16666666666667,86.83333333333333,1.3333333333333333,-0.16416666666666688
2020-07-07,30.981666666666666,51.839496527777776,7.0,7.0,2020.0,28.0,11.5,87.04166666666667,87.45833333333333,-2.5833333333333335,-1.5975
2020-07-08,36.524166666666666,29.736024305555556,8.0,7.0,2020.0,28.0,11.5,48.75,49.291666666666664,0.375,0.8541666666666666
2020-07-09,41.17166666666667,41.90588541666667,9.0,7.0,2020.0,28.0,11.5,69.0,69.45833333333333,0.3333333333333333,-0.19416666666666668
2020-07-10,35.79958333333334,35.67774305555556,10.0,7.0,2020.0,28.0,11.5,58.458333333333336,58.958333333333336,-0.375,-0.0033333333333334103
2020-07-11,30.08583333333333,30.223298611111108,11.0,7.0,2020.0,28.0,11.5,49.625,50.041666666666664,-0.4166666666666667,1.6854166666666666
2020-07-12,29.840416666666666,36.714305555555555,12.0,7.0,2020.0,28.0,11.5,60.208333333333336,60.666666666666664,0.041666666666666664,-2.0966666666666662
2020-07-13,32.63583333333333,26.302413194444444,13.0,7.0,2020.0,29.0,11.5,43.291666666666664,43.791666666666664,0.16666666666666666,0.6841666666666666
2020-07-14,44.32125,37.677881944444444,14.0,7.0,2020.0,29.0,11.5,61.791666666666664,62.291666666666664,0.8333333333333334,1.4120833333333336
2020-07-15,65.29458333333334,59.07748263888889,15.0,7.0,2020.0,29.0,11.5,100.83333333333333,101.25,1.75,-0.9062500000000003
2020-07-16,43.05916666666667,52.44819444444445,16.0,7.0,2020.0,29.0,11.5,86.95833333333333,87.58333333333333,-1.875,-0.27208333333333307
2020-07-17,54.909166666666664,46.439878472222226,17.0,7.0,2020.0,29.0,11.5,76.625,77.08333333333333,0.8333333333333334,1.0358333333333334
2020-07-18,53.00875,57.266423611111115,18.0,7.0,2020.0,29.0,11.5,94.91666666666667,95.33333333333333,-0.125,-0.8341666666666668
2020-07-19,27.920833333333334,39.41380208333333,19.0,7.0,2020.0,29.0,11.5,64.83333333333333,65.41666666666667,-1.7083333333333333,0.07375000000000013
2020-07-20,22.54041666666667,24.133298611111112,20.0,7.0,2020.0,30.0,11.5,39.666666666666664,40.333333333333336,-0.375,-0.5441666666666666
2020-07-21,31.7,28.14581597222222,21.0,7.0,2020.0,30.0,11.5,46.125,46.666666666666664,0.5833333333333334,-0.5629166666666668
2020-07-22,19.879583333333333,25.572222222222223,22.0,7.0,2020.0,30.0,11.5,42.041666666666664,42.416666666666664,-0.7916666666666666,-0.020416666666666528
2020-07-23,36.846666666666664,24.61298611111111,23.0,7.0,2020.0,30.0,11.5,40.375,40.916666666666664,1.1666666666666667,2.3983333333333334
2020-07-24,60.685,58.38086805555556,24.0,7.0,2020.0,30.0,11.5,98.375,101.95833333333333,1.625,-1.2033333333333334
2020-07-25,42.03458333333334,44.22592013888889,25.0,7.0,2020.0,30.0,11.5,72.79166666666667,75.875,-1.25,-0.25875000000000004
2020-07-26,51.64875,47.24166666666667,26.0,7.0,2020.0,30.0,11.5,77.95833333333333,85.66666666666667,1.0416666666666667,1.5691666666666666
2020-07-27,41.03333333333334,52.24017361111111,27.0,7.0,2020.0,31.0,11.5,86.375,86.875,-1.125,-2.454166666666666
2020-07-28,28.698333333333334,28.853229166666665,28.0,7.0,2020.0,31.0,11.5,47.5,47.916666666666664,-0.8333333333333334,0.7974999999999999
2020-07-29,28.465416666666666,29.69597222222222,29.0,7.0,2020.0,31.0,11.5,48.833333333333336,49.875,-0.041666666666666664,-0.4083333333333332
2020-07-30,19.309166666666666,25.49710069444444,30.0,7.0,2020.0,31.0,11.5,42.083333333333336,48.75,-0.625,-0.6054166666666667
2020-07-31,53.67166666666666,34.54793402777778,31.0,7.0,2020.0,31.0,11.5,56.958333333333336,57.333333333333336,2.375,1.2266666666666666
2020-08-01,52.93625,55.00496527777778,1.0,8.0,2020.0,31.0,11.5,91.04166666666667,91.5,-0.041666666666666664,-0.10041666666666653
2020-08-02,35.770833333333336,42.471805555555555,2.0,8.0,2020.0,31.0,11.5,69.95833333333333,70.45833333333333,-1.2083333333333333,0.9187500000000002
2020-08-03,38.89,41.389461805555555,3.0,8.0,2020.0,32.0,11.5,68.04166666666667,68.54166666666667,0.20833333333333334,-1.5133333333333336
2020-08-04,28.75,29.43578125,4.0,8.0,2020.0,32.0,11.5,48.541666666666664,48.833333333333336,-0.6666666666666666,0.2416666666666667
2020-08-05,46.562083333333334,38.143107638888885,5.0,8.0,2020.0,32.0,11.5,62.583333333333336,63.125,1.2083333333333333,0.6270833333333332
2020-08-06,25.934166666666666,37.662899305555555,6.0,8.0,2020.0,32.0,11.5,61.833333333333336,62.375,-1.4166666666666667,-1.20375
2020-08-07,36.74916666666667,26.618975694444444,7.0,8.0,2020.0,32.0,11.5,43.75,44.208333333333336,0.75,2.1424999999999996
2020-08-08,62.49458333333333,54.59071180555555,8.0,8.0,2020.0,32.0,11.5,90.54166666666667,91.16666666666667,1.875,-0.15458333333333307
2020-08-09,33.59375,45.407204861111104,9.0,8.0,2020.0,32.0,11.5,74.83333333333333,75.33333333333333,-2.125,-0.6533333333333333
2020-08-10,46.26624999999999,41.797656249999996,10.0,8.0,2020.0,33.0,11.5,68.66666666666667,69.20833333333333,0.9166666666666666,-0.37458333333333343
2020-08-11,51.36083333333334,48.840937499999995,11.0,8.0,2020.0,33.0,11.5,80.70833333333333,81.125,0.3333333333333333,-0.11333333333333329
2020-08-12,27.5675,37.16529513888889,12.0,8.0,2020.0,33.0,11.5,61.166666666666664,61.625,-1.625,-0.9183333333333333
2020-08-13,20.033333333333335,24.373940972222226,13.0,8.0,2020.0,33.0,11.5,40.083333333333336,40.583333333333336,-0.5416666666666666,0.4595833333333334
2020-08-14,33.84041666666666,27.681458333333335,14.0,8.0,2020.0,33.0,11.5,45.458333333333336,46.083333333333336,0.9583333333333334,0.5762499999999999
2020-08-15,47.84625,42.49220486111111,15.0,8.0,2020.0,33.0,11.5,69.95833333333333,70.41666666666667,0.9583333333333334,0.10666666666666676
2020-08-16,34.68416666666666,41.32685763888889,16.0,8.0,2020.0,33.0,11.5,68.0,68.41666666666667,-0.9166666666666666,-0.20291666666666686
2020-08-17,43.75083333333333,40.08053819444444,17.0,8.0,2020.0,34.0,11.5,65.79166666666667,66.41666666666667,0.6666666666666666,0.23666666666666666
2020-08-18,37.092083333333335,41.22097222222222,18.0,8.0,2020.0,34.0,11.5,67.83333333333333,68.25,-0.5,-1.0920833333333333
2020-08-19,31.29125,29.352222222222224,19.0,8.0,2020.0,34.0,11.5,48.083333333333336,48.666666666666664,-0.4166666666666667,1.2908333333333333
2020-08-20,27.70958333333333,32.62291666666667,20.0,8.0,2020.0,34.0,11.5,53.291666666666664,53.708333333333336,-0.20833333333333334,-1.5970833333333332
2020-08-21,21.997500000000002,23.892743055555556,21.0,8.0,2020.0,34.0,11.5,39.333333333333336,39.75,-0.375,0.5945833333333334
2020-08-22,18.944166666666668,20.03440972222222,22.0,8.0,2020.0,34.0,11.5,32.958333333333336,33.333333333333336,-0.20833333333333334,-0.4804166666666667
2020-08-23,21.33875,20.037899305555555,23.0,8.0,2020.0,34.0,11.5,32.916666666666664,33.458333333333336,0.16666666666666666,-0.07125000000000004
2020-08-24,27.095416666666665,19.996197916666667,24.0,8.0,2020.0,35.0,11.5,32.875,35.208333333333336,0.5,2.3075
2020-08-25,25.338333333333335,31.234305555555554,25.0,8.0,2020.0,35.0,11.5,51.083333333333336,51.583333333333336,-0.25,-1.6237500000000002
2020-08-26,20.11,20.73661458333333,26.0,8.0,2020.0,35.0,11.5,33.958333333333336,34.625,-0.3333333333333333,0.3799999999999999
2020-08-27,28.004166666666666,25.071649305555553,27.0,8.0,2020.0,35.0,11.5,41.333333333333336,41.791666666666664,0.5416666666666666,0.3166666666666667
2020-08-28,37.20291666666667,35.35407986111111,28.0,8.0,2020.0,35.0,11.5,57.916666666666664,58.333333333333336,0.5833333333333334,-0.42208333333333314
2020-08-29,39.83208333333334,36.925937499999996,29.0,8.0,2020.0,35.0,11.5,60.375,61.041666666666664,0.20833333333333334,-0.044166666666666764
2020-08-30,29.385,35.96772569444445,30.0,8.0,2020.0,35.0,11.5,58.875,59.458333333333336,-0.7083333333333334,-0.6350000000000001
2020-08-31,16.520416666666666,19.752378472222222,31.0,8.0,2020.0,36.0,11.5,32.375,32.958333333333336,-0.875,-0.10124999999999999
2020-09-01,20.74625,19.44282986111111,1.0,9.0,2020.0,36.0,11.5,31.958333333333332,32.416666666666664,0.2916666666666667,0.21458333333333343
2020-09-02,25.25583333333333,20.36387152777778,2.0,9.0,2020.0,36.0,11.5,33.458333333333336,33.875,0.2916666666666667,0.4299999999999999
2020-09-03,47.32125,40.03522569444444,3.0,9.0,2020.0,36.0,11.5,65.875,66.375,1.5416666666666667,0.5666666666666668
2020-09-04,48.79333333333333,48.64717013888889,4.0,9.0,2020.0,36.0,11.5,80.45833333333333,80.75,0.08333333333333333,0.14500000000000016
2020-09-05,42.53208333333333,44.59362847222223,5.0,9.0,2020.0,36.0,11.5,73.45833333333333,74.0,-0.4583333333333333,-0.8450000000000001
2020-09-06,35.41041666666667,33.60534722222222,6.0,9.0,2020.0,36.0,11.5,55.083333333333336,55.666666666666664,-0.5,1.8458333333333332
2020-09-07,63.14625,56.71680555555556,7.0,9.0,2020.0,37.0,11.5,96.5,96.875,2.0833333333333335,-0.8441666666666666
