StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
"NISE Gwal Pahari, Gurugram - IMD",6/25/20,40.32,78.61,2.86,11.36,14.22,,0.73,,12.19,,,,66,Satisfactory
"NISE Gwal Pahari, Gurugram - IMD",6/26/20,44.66,108.67,2.9,11.39,14.28,,0.66,,9.57,,,,95,Satisfactory
"NISE Gwal Pahari, Gurugram - IMD",6/27/20,33.7,156.32,2.9,11.39,14.28,,0.78,,8.98,,,,113,Moderate
"NISE Gwal Pahari, Gurugram - IMD",6/28/20,39.59,218.31,9.72,15.84,18.37,,0.96,,7.22,,,,105,Moderate
"NISE Gwal Pahari, Gurugram - IMD",6/29/20,24.66,170.99,4.06,14.72,19.34,,0.9,,23.09,,,,65,Satisfactory
"NISE Gwal Pahari, Gurugram - IMD",6/30/20,38.93,82.11,5.49,18.46,23.95,,0.87,,46.02,,,,105,Moderate
"NISE Gwal Pahari, Gurugram - IMD",7/1/20,59.31,121.02,6.37,19.26,25.63,,1.21,,22.72,,,,109,Moderate
"Sector-51, Gurugram - HSPCB",3/5/20,37.66,76.37,5.85,24.42,30.27,39.69,0.51,19.47,72.34,1.8,0.27,8.08,,
"Sector-51, Gurugram - HSPCB",3/6/20,21.91,38.09,5.67,23.26,28.92,41.15,0.45,19.38,55.94,1.49,0.23,7.01,81,Satisfactory
"Sector-51, Gurugram - HSPCB",3/7/20,39.47,70.67,7.98,21.54,29.52,39.4,0.61,23.85,47.58,1.86,0.29,8.31,64,Satisfactory
"Sector-51, Gurugram - HSPCB",3/8/20,63.7,132.78,19.46,24.13,43.59,33.94,0.87,23.15,41.6,2.27,0.3,7.52,116,Moderate
"Sector-51, Gurugram - HSPCB",3/9/20,80.96,123.9,4.92,22.12,27.04,34.01,0.68,20.53,49.61,1.88,0.25,6.53,156,Moderate
"Sector-51, Gurugram - HSPCB",3/10/20,103.3,162.63,5.67,23.29,28.96,29.39,0.81,21.96,61.23,2.14,0.27,7.13,224,Poor
"Sector-51, Gurugram - HSPCB",3/11/20,58.98,110.94,3.34,22.23,25.56,32.17,0.63,19.05,72.05,1.84,0.22,6.62,130,Moderate
"Sector-51, Gurugram - HSPCB",3/12/20,59.75,150.29,7.73,23.16,19.56,38.11,0.48,15.75,51,1.5,0.18,5.4,124,Moderate
"Sector-51, Gurugram - HSPCB",3/13/20,67.58,194.69,6.78,23.52,28.9,32.89,0.59,16.06,50.56,1.62,0.19,5.25,144,Moderate
"Sector-51, Gurugram - HSPCB",3/14/20,47.01,133.41,4.55,21.07,23.02,31.5,0.59,18.14,47.66,1.5,0.19,5.32,142,Moderate
"Sector-51, Gurugram - HSPCB",3/15/20,56.98,170.27,7.23,23.92,18.27,28.03,0.9,20.59,61.3,2.1,0.23,5.97,142,Moderate
"Sector-51, Gurugram - HSPCB",3/16/20,104.52,169.65,4.03,24.49,16,45.16,0.73,16.38,59.12,4.57,2.86,11.73,221,Poor
"Sector-51, Gurugram - HSPCB",3/17/20,117.25,222.32,8.59,26.83,20.91,62.83,0.98,19.96,62.33,6.26,1.01,19.08,297,Poor
"Sector-51, Gurugram - HSPCB",3/18/20,121.74,250.48,29.12,28.33,38.16,54.53,1.3,20.39,54.99,5.58,0.98,8.91,274,Poor
"Sector-51, Gurugram - HSPCB",3/19/20,81.45,257.63,27.96,30.28,38.24,51.6,1.3,20.99,62.91,5.82,1.06,9.66,234,Poor
"Sector-51, Gurugram - HSPCB",3/20/20,94.01,233.35,7.06,30.4,21.54,57.77,1.01,16.13,74.01,4.92,1.21,7.19,196,Moderate
"Sector-51, Gurugram - HSPCB",3/21/20,63.26,153.22,5.94,26.94,18.17,74.89,0.81,16.92,70.14,4.05,2.8,7.37,182,Moderate
"Sector-51, Gurugram - HSPCB",3/22/20,96.78,167.62,11.84,28.75,23.58,62.06,1.18,18.57,70.92,5.72,2.78,8.1,200,Moderate
"Sector-51, Gurugram - HSPCB",3/23/20,52,125.51,6.67,23.09,17.41,56.53,0.74,17.94,62.92,3.98,2.75,7.48,149,Moderate
"Sector-51, Gurugram - HSPCB",3/24/20,65.54,135.78,7.57,22.75,17.3,54.29,0.96,17.29,54,4.97,2.67,7.6,139,Moderate
"Sector-51, Gurugram - HSPCB",3/25/20,32.87,71.25,8.61,19.7,16.89,54.02,0.7,17.42,51.19,4.04,2.7,7.25,106,Moderate
"Sector-51, Gurugram - HSPCB",3/26/20,31.14,71.6,3.68,16.87,11.76,52.39,0.49,16.19,45.98,3.32,2.43,6.37,75,Satisfactory
"Sector-51, Gurugram - HSPCB",3/27/20,21.69,44.16,2.24,15.84,9.68,48.2,0.43,15.7,45.98,2.85,2.29,5.8,67,Satisfactory
"Sector-51, Gurugram - HSPCB",3/28/20,17.18,50.11,3.85,15.16,10.87,48.37,0.49,15.87,53.9,2.69,2.29,5.49,70,Satisfactory
"Sector-51, Gurugram - HSPCB",3/29/20,24.04,69.09,2.27,13.83,8.93,45.05,0.51,15.27,65.42,2.73,2.24,5.2,80,Satisfactory
"Sector-51, Gurugram - HSPCB",3/30/20,28.35,62.06,1.01,13.36,7.21,42.26,0.49,15.17,73.13,2.83,2.24,5.11,92,Satisfactory
"Sector-51, Gurugram - HSPCB",3/31/20,33.21,63.44,2.01,13.61,8.62,40.83,0.52,15.44,76.37,2.97,2.25,5.16,95,Satisfactory
"Sector-51, Gurugram - HSPCB",4/1/20,25.49,53.92,2.04,14.13,8.25,38.89,0.5,15.09,67.24,2.91,2.27,5.24,97,Satisfactory
"Sector-51, Gurugram - HSPCB",4/2/20,30.76,78.66,1.2,13.37,7.32,40.42,0.54,14.55,71.6,3.03,2.21,5.08,93,Satisfactory
"Sector-51, Gurugram - HSPCB",4/3/20,29.42,55.04,2.37,12.2,8.16,37.53,0.51,14.52,87.32,2.86,2.08,4.89,109,Moderate
"Sector-51, Gurugram - HSPCB",4/4/20,39.02,68.08,1.62,13.66,7.57,35.59,0.61,14.41,76.23,3.32,2.08,4.96,116,Moderate
"Sector-51, Gurugram - HSPCB",4/5/20,55.86,102.51,5.09,16.73,11.74,36.33,0.89,14.87,71.89,4.17,2.2,5.39,116,Moderate
"Sector-51, Gurugram - HSPCB",4/6/20,50.95,95.29,2.4,15.51,9.98,36.91,0.72,14.87,75.72,4.17,2.31,5.47,117,Moderate
"Sector-51, Gurugram - HSPCB",4/7/20,35.47,98.48,0.85,13.37,6.92,35.85,0.52,13.38,78.48,3.02,2.07,4.8,101,Moderate
"Sector-51, Gurugram - HSPCB",4/8/20,31.26,86.43,1.55,12.23,7.19,34.39,0.46,13.08,78.04,2.85,1.95,4.5,109,Moderate
"Sector-51, Gurugram - HSPCB",4/9/20,35.09,76.89,2.19,12.77,8.43,33.63,0.54,13.69,86.86,3.04,1.99,4.64,117,Moderate
"Sector-51, Gurugram - HSPCB",4/10/20,67.84,124.72,3.6,16.89,10.9,33.84,0.95,14.01,63.89,5.58,2.12,5.14,128,Moderate
"Sector-51, Gurugram - HSPCB",4/11/20,51.76,112.4,5.75,17.32,13.44,34.72,0.88,14.17,77.57,4.63,2.34,5.49,152,Moderate
"Sector-51, Gurugram - HSPCB",4/12/20,34.02,70.17,1.99,13.37,8.47,35.82,0.56,13.12,87.42,3.24,2.19,4.98,120,Moderate
"Sector-51, Gurugram - HSPCB",4/13/20,62.09,133.16,1.86,15.56,8.98,34.84,0.77,13.6,71.34,4.55,2.26,5.15,128,Moderate
"Sector-51, Gurugram - HSPCB",4/14/20,66.76,172.59,4.32,17.86,12.78,37.1,0.95,13.6,63.28,5.14,2.42,5.4,131,Moderate
"Sector-51, Gurugram - HSPCB",4/15/20,65.68,207.19,5.27,16.08,11.92,39.87,0.85,12.68,63.12,4.76,2.38,5.26,165,Moderate
"Sector-51, Gurugram - HSPCB",4/16/20,71.07,162.67,10.03,16.68,15.01,38.95,1,12.6,73.94,4.98,2.26,5.23,175,Moderate
"Sector-51, Gurugram - HSPCB",4/17/20,26.58,75.74,1.85,12.94,8.03,37.36,0.52,11.75,91.11,2.97,2.14,4.64,124,Moderate
"Sector-51, Gurugram - HSPCB",4/18/20,25.9,92.55,0.94,12.89,6.64,36.77,0.49,11.25,88.95,2.89,2.06,4.38,115,Moderate
"Sector-51, Gurugram - HSPCB",4/19/20,34.14,90.84,2.71,14.78,9.08,37.27,0.56,10.95,76.37,3.09,1.95,4.19,118,Moderate
"Sector-51, Gurugram - HSPCB",4/20/20,57.57,124.14,10.3,17.99,17.66,40.1,1,11.23,47.72,4.86,2.02,4.77,122,Moderate
"Sector-51, Gurugram - HSPCB",4/21/20,35.48,82.69,1.1,14.62,7.69,36.66,0.57,10.93,86.84,3.32,1.94,4.32,123,Moderate
"Sector-51, Gurugram - HSPCB",4/22/20,58.5,126.03,2.17,16.22,9.54,37.91,0.69,11.04,79.3,3.78,2.01,4.43,135,Moderate
"Sector-51, Gurugram - HSPCB",4/23/20,54.19,116.4,2.92,15.66,10.52,38.34,0.73,10.67,73.07,3.93,2,4.41,121,Moderate
"Sector-51, Gurugram - HSPCB",4/24/20,64.6,114.62,1.71,16.16,9.05,36.58,0.84,10.83,85.51,4.67,2.1,4.61,141,Moderate
"Sector-51, Gurugram - HSPCB",4/25/20,26.01,76.1,1.93,14.23,8.62,40.59,0.55,10.48,92.72,3.02,2.19,4.5,135,Moderate
"Sector-51, Gurugram - HSPCB",4/26/20,53.91,166.57,2.29,14.01,9.15,43.4,0.66,9.78,83.47,4.1,1.83,3.97,123,Moderate
"Sector-51, Gurugram - HSPCB",4/27/20,27.48,61.49,1.13,12.76,6.89,38.04,0.5,9.71,88.12,3.07,1.91,3.89,139,Moderate
"Sector-51, Gurugram - HSPCB",4/28/20,34.1,63.96,2.39,12.49,8.3,37.56,0.54,9.75,97.56,3.06,2.15,3.98,147,Moderate
"Sector-51, Gurugram - HSPCB",4/29/20,68.22,147.96,2.29,13.3,8.63,28.22,0.8,9.88,94.29,4.26,2.35,4.34,154,Moderate
